SMILES,xtbS1,xtbT1
COC(=O)[C@H]1CCO1,5.832,5.829
COC(=O)C1COC1,6.244,6.243
COC(=O)N1CCC1,5.549,5.548
OCC(=O)C1CCC1,4.478,4.473
OCC(=O)[C@H]1CCO1,4.296,4.288
OCC(=O)C1COC1,4.504,4.498
OCC(=O)N1CCC1,5.777,5.297
C[C@@H](CO)C1CCC1,7.334,7.319
C[C@@H](CO)[C@H]1CCO1,6.751,6.746
C[C@@H](CO)C1COC1,6.943,6.938
CC[C@@H](C)C1CCC1,8.228,8.223
CC[C@@H](C)[C@H]1CCO1,6.779,6.775
CC[C@@H](C)C1COC1,6.955,6.951
CC[C@@H](O)C1CCC1,7.464,7.46
CC[C@@H](O)[C@H]1CCO1,6.713,6.707
CC[C@@H](O)C1COC1,6.876,6.872
CO[C@@H](C)C1CCC1,6.839,6.834
CO[C@@H](C)[C@H]1CCO1,6.516,6.51
CO[C@@H](C)C1COC1,6.859,6.854
OC[C@@H](O)C1CCC1,7.039,7.032
OC[C@@H](O)[C@H]1CCO1,6.736,6.728
OC[C@@H](O)C1COC1,6.863,6.859
C#CC#CC1CCC1,5.883,5.906
C#CC#C[C@H]1CCO1,5.771,5.774
C#CC#CC1COC1,5.895,5.899
N#CC#CC1CCC1,6.307,6.326
N#CC#C[C@H]1CCO1,6.38,6.36
N#CC#CC1COC1,6.368,6.356
C#CC/N=C\1/CCO1,6.207,6.025
N#CC/N=C\1/CCO1,6.365,5.939
C#CCCC1CCC1,7.647,7.647
C#CCC[C@H]1CCO1,6.778,6.772
C#CCCC1COC1,6.773,6.769
C#CCNC1COC1,5.825,5.797
C#CCOC1CCC1,6.618,6.611
C#CCOC1COC1,6.546,6.542
N#CCCC1CCC1,8.08,8.075
N#CCC[C@H]1CCO1,6.747,6.74
N#CCCC1COC1,6.703,6.699
N#CCCN1CCC1,5.562,5.526
N#CCNC1CCC1,5.704,5.68
N#CCNC1COC1,5.72,5.693
N#CCOC1CCC1,6.529,6.524
N#CCOC1COC1,6.498,6.494
O=CC#CC1CCC1,4.15,4.15
O=CC#C[C@H]1CCO1,4.015,4.022
O=CC#CC1COC1,4.145,4.147
O=CC/N=C\1/CCO1,4.284,4.282
N=COC[C@H]1CCO1,6.315,6.145
N=COCC1COC1,6.323,6.144
O=CCCC1CCC1,4.394,4.393
O=CCC[C@H]1CCO1,4.412,4.412
O=CCCC1COC1,4.403,4.403
O=CCNC1COC1,4.464,4.462
O=CCOC1CCC1,4.331,4.333
O=CCOC1COC1,4.355,4.353
O=CNCC1CCC1,5.864,5.771
O=CNC[C@H]1CCO1,6.057,5.721
O=CNCC1COC1,5.984,5.842
O=COCC1CCC1,6.25,6.249
O=COC[C@H]1CCO1,6.209,6.21
O=COCC1COC1,6.234,6.234
CC#CCC1CCC1,6.871,6.868
CC#CC[C@H]1CCO1,6.634,6.629
CC#CCC1COC1,6.704,6.702
C/N=C/OC1CCC1,6.147,5.985
C/N=C/OC1COC1,6.195,6.042
CCC#CC1CCC1,6.858,6.854
CCC#C[C@H]1CCO1,6.678,6.671
CCC#CC1COC1,6.653,6.65
OCC#CC1CCC1,6.518,6.516
OCC#C[C@H]1CCO1,6.533,6.529
OCC#CC1COC1,6.526,6.524
CO/C=N/C1CCC1,6.164,5.949
CO/C=N/C1COC1,6.152,5.85
CCC/N=C\1/CCO1,6.19,5.915
OCC/N=C\1/CCO1,5.765,5.78
CCCCC1CCC1,8.18,8.175
CCCC[C@H]1CCO1,6.715,6.712
CCCCC1COC1,6.842,6.837
CCCOC1CCC1,6.732,6.724
CCCOC1COC1,6.631,6.625
CCOCC1CCC1,6.687,6.687
CCOC[C@H]1CCO1,6.719,6.719
CCOCC1COC1,6.689,6.689
COCCC1CCC1,6.7,6.699
COCC[C@H]1CCO1,6.603,6.602
COCCC1COC1,6.704,6.704
OCCCC1CCC1,7.06,7.053
OCCC[C@H]1CCO1,6.731,6.728
OCCCC1COC1,6.835,6.831
OCCOC1CCC1,6.741,6.734
OCCOC1COC1,6.644,6.64
C#CCC1=CCCC1,5.495,5.084
C#CCC1=CCOC1,5.425,4.896
C#CCC1=NCCO1,5.885,5.488
N#CCC1=CCCC1,5.374,5.034
N#CCC1=CCOC1,5.254,4.824
N#CCC1=NCCO1,5.885,5.379
C#CC[C@H]1CC=CC1,6.259,5.246
C#CC[C@H]1CN=CO1,6.531,5.784
N#CC[C@H]1CC=CC1,6.156,5.241
N#CC[C@H]1CN=CO1,6.484,5.822
N#CCN1CC=CC1,5.096,4.811
C#CC[C@H]1CCC=C1,5.768,5.263
C#CC[C@H]1COC=N1,6.393,5.811
C#CC[C@H]1OCC=C1,5.697,5.051
N#CC[C@H]1CCC=C1,5.727,5.249
N#CC[C@H]1COC=N1,6.223,5.801
N#CC[C@H]1OCC=C1,5.516,5.055
C#CCC1CCCC1,7.625,7.625
C#CC[C@H]1CCCO1,6.69,6.681
C#CC[C@H]1CCOC1,6.653,6.651
C#CC[C@H]1COCO1,6.547,6.536
C#CCC1OCCO1,6.402,6.388
N#CCC1CCCC1,8.422,8.413
N#CC[C@H]1CCCO1,6.694,6.686
N#CC[C@H]1CCOC1,6.538,6.535
N#CC[C@H]1COCO1,6.579,6.569
N#CCC1OCCO1,6.544,6.532
N#CCN1CCCC1,5.698,5.685
O=CCC1=CCCC1,4.162,4.124
O=CCC1=CCOC1,4.234,4.192
O=CCC1=NCCO1,4.495,4.492
O=CNC1=CCCC1,5.19,4.009
O=CNC1=CCOC1,5.157,3.982
O=CN[C]1[N]CCN1,5.04,4.295
O=CNC1=NCCO1,5.913,4.891
O=COC1=NCCC1,6.016,5.596
N=CO[C@H]1CN=CO1,6.066,5.95
O=CC[C@H]1CC=CC1,4.383,4.383
O=CC[C@H]1CN=CO1,4.407,4.407
O=CCN1CC=CC1,4.149,4.143
O=CN[C@H]1CC=CC1,6.147,5.264
O=CO[C@H]1CC=CC1,6.217,5.309
O=CO[C@H]1CN=CO1,5.959,5.978
N=CO[C@H]1CCC=C1,6.264,5.252
N=CO[C@H]1OCC=C1,5.906,5.179
O=CC[C@H]1CCC=C1,4.38,4.379
O=CC[C@H]1COC=N1,4.408,4.407
O=CC[C@H]1OCC=C1,4.406,4.407
O=CN[C@H]1CCC=C1,5.776,5.284
O=CO[C@H]1CCC=C1,6.251,5.255
O=CO[C@H]1OCC=C1,6.138,5.171
N=CO[C@H]1CCCO1,6.138,6.115
N=CO[C@H]1CCOC1,6.297,6.069
O=CCC1CCCC1,4.382,4.381
O=CC[C@H]1CCCO1,4.366,4.366
O=CC[C@H]1CCOC1,4.383,4.383
O=CC[C@H]1COCO1,4.427,4.427
O=CCC1OCCO1,4.38,4.391
O=CNC1CCCC1,6.145,5.752
O=CN[C@H]1CCOC1,6.066,5.723
O=COC1CCCC1,6.274,6.275
O=CO[C@H]1CCCO1,6.176,6.178
O=CO[C@H]1CCOC1,6.264,6.265
CC#CC1=CCCC1,5.83,4.174
CC#CC1=CCOC1,5.546,4.094
CC#CC1=NCCO1,6.134,4.749
CC#C[C@H]1CC=CC1,6.216,5.237
CC#C[C@H]1CN=CO1,6.526,5.813
CC#C[C@H]1CCC=C1,5.806,5.301
CC#C[C@H]1COC=N1,6.513,5.897
CC#C[C@H]1OCC=C1,5.907,5.128
CC#CC1CCCC1,6.872,6.866
CC#C[C@H]1CCCO1,6.762,6.757
CC#C[C@H]1CCOC1,6.537,6.53
CC#C[C@H]1COCO1,6.654,6.647
CC#CC1OCCO1,6.596,6.581
CC/N=C\1/CN=CN1,5.234,4.157
CC/N=C/1\OCC=C1,5.205,3.934
CC/N=C\1/CCCO1,6.09,5.743
CC/N=C\1/COCO1,6.232,5.867
CCCC1=CCCC1,5.503,5.068
CCCC1=CCOC1,5.449,4.899
CCCC1=NCCO1,5.834,5.502
CCOC1=NCCC1,6.529,5.674
CCOC1=NCCN1,5.137,4.894
COCC1=CCCC1,5.635,5.048
COCC1=CCOC1,5.658,4.856
COCC1=NCCO1,5.843,5.457
OCCC1=CCCC1,5.473,5.046
OCCC1=CCOC1,5.433,4.866
OCCC1=NCCO1,6.369,5.458
CCC[C@H]1CC=CC1,6.328,5.239
CCC[C@H]1CN=CO1,6.613,5.748
CCO[C@H]1CC=CC1,5.904,5.257
CCO[C@H]1CN=CO1,6.77,5.927
COC[C@H]1CC=CC1,6.31,5.244
COC[C@H]1CN=CO1,6.255,5.768
OCC[C@H]1CC=CC1,6.3,5.247
OCC[C@H]1CN=CO1,6.635,5.737
CCC[C@H]1CCC=C1,5.862,5.257
CCC[C@H]1COC=N1,6.206,5.755
CCC[C@H]1OCC=C1,5.749,5.041
CCO[C@H]1CCC=C1,5.903,5.259
CCO[C@H]1OCC=C1,6.283,5.228
COC[C@H]1CCC=C1,5.875,5.246
COC[C@H]1COC=N1,6.107,5.708
COC[C@H]1OCC=C1,5.713,5.015
OCC[C@H]1CCC=C1,5.856,5.265
OCC[C@H]1COC=N1,6.225,5.734
OCC[C@H]1OCC=C1,5.734,5.06
CCCC1CCCC1,8.561,8.551
CCC[C@H]1CCCO1,6.73,6.723
CCC[C@H]1CCOC1,6.73,6.727
CCC[C@H]1COCO1,6.588,6.578
CCCC1OCCO1,6.689,6.674
CCOC1CCCC1,6.723,6.715
CCO[C@H]1CCCO1,6.68,6.673
CCO[C@H]1CCOC1,6.614,6.603
COCC1CCCC1,6.685,6.685
COC[C@H]1CCCO1,6.713,6.712
COC[C@H]1CCOC1,6.704,6.702
COC[C@H]1COCO1,6.574,6.564
COCC1OCCO1,6.707,6.696
OCCC1CCCC1,7.101,7.094
OCC[C@H]1CCCO1,6.746,6.741
OCC[C@H]1CCOC1,6.722,6.72
OCC[C@H]1COCO1,6.585,6.574
OCCC1OCCO1,6.785,6.779
CC#C[C@H]1[C@@H](C)[C@H]1C,6.357,6.356
CC#C[C@H]1[C@@H](C)[C@H]1O,5.981,5.978
CC#C[C@H]1[C@@H](C)N1C,6.157,6.121
CC#C[C@H]1[C@@H](O)[C@H]1O,5.784,5.782
C[C@H]1[C@@H](C)[C@H]1CC#C,7.166,7.164
C[C@H]1[C@@H](C)[C@H]1CC#N,7.115,7.113
C[C@H]1[C@@H](C)N1CC#C,6.245,6.209
C[C@H]1[C@@H](C)N1CC#N,6.168,6.138
C[C@H]1[C@@H](CC#C)N1C,6.301,6.258
C[C@H]1[C@@H](CC#N)N1C,6.222,6.17
C[C@H]1[C@@H](O)[C@H]1CC#C,6.229,6.224
C[C@H]1[C@@H](O)[C@H]1CC#N,6.551,6.547
O[C@H]1[C@@H](O)[C@H]1CC#C,5.688,5.687
O[C@H]1[C@@H](O)[C@H]1CC#N,5.646,5.645
C[C@H]1[C@@H](C)[C@H]1CC=O,4.396,4.396
C[C@H]1[C@@H](C)[C@H]1NC=O,6.034,5.609
C[C@H]1[C@@H](C)[C@H]1OC=O,6.275,6.276
C[C@H]1[C@@H](C)N1CC=O,4.291,4.291
C[C@H]1[C@@H](CC=O)N1C,4.397,4.397
C[C@H]1[C@@H](O)[C@H]1CC=O,4.424,4.425
C[C@H]1[C@@H](O)[C@H]1NC=O,5.765,5.425
C[C@H]1[C@@H](O)[C@H]1OC=N,6.12,5.972
C[C@H]1[C@@H](O)[C@H]1OC=O,6.033,6.026
O[C@H]1[C@@H](O)[C@H]1CC=O,4.445,4.445
O[C@H]1[C@@H](O)[C@H]1NC=O,5.732,5.55
O[C@H]1[C@@H](O)[C@H]1OC=N,5.746,5.745
O[C@H]1[C@@H](O)[C@H]1OC=O,5.824,5.823
C[C@H]1[C@@H](C)[C@H]1CCO,7.113,7.109
C[C@H]1[C@@H](C)N1CCO,6.209,6.172
C[C@H]1[C@@H](CCO)N1C,6.261,6.217
C[C@H]1[C@@H](O)[C@H]1CCO,6.191,6.188
CCC[C@H]1[C@@H](C)[C@H]1C,7.226,7.224
CCC[C@H]1[C@@H](C)[C@H]1O,6.156,6.155
CCC[C@H]1[C@@H](C)N1C,6.352,6.305
CCC[C@H]1[C@@H](O)[C@H]1O,6.105,6.1
CCCN1[C@@H](C)[C@H]1C,6.239,6.196
CCO[C@H]1[C@@H](C)[C@H]1C,6.251,6.246
CCO[C@H]1[C@@H](C)[C@H]1O,5.641,5.639
CCO[C@H]1[C@@H](O)[C@H]1O,5.583,5.579
COC[C@H]1[C@@H](C)[C@H]1C,6.679,6.677
COC[C@H]1[C@@H](C)[C@H]1O,6.614,6.611
COC[C@H]1[C@@H](C)N1C,6.322,6.273
COC[C@H]1[C@@H](O)[C@H]1O,6.148,6.144
OCC[C@H]1[C@@H](O)[C@H]1O,5.756,5.754
CC(=N)N1CCC1=O,5.677,4.445
CC(=O)[C@H]1CNC1=O,4.5,4.497
CC(=O)[C@H]1COC1=N,4.624,4.62
CC(=O)[C@H]1COC1=O,4.564,4.559
CC(=O)[C@H]1OCC1=O,3.786,3.713
CC(=O)N1CCC1=N,5.541,4.565
CC(=O)N1CCC1=O,5.204,4.964
NC(=O)[C@H]1CCC1=O,4.189,4.175
NC(=O)[C@H]1CNC1=O,5.433,5.375
NC(=O)[C@H]1COC1=N,5.509,5.447
NC(=O)[C@H]1COC1=O,5.57,5.561
NC(=O)[C@H]1NCC1=O,4.058,4.023
NC(=O)[C@H]1OCC1=O,4.076,4.053
NC(=O)N1CCC1=N,5.584,4.638
NC(=O)N1CCC1=O,5.756,5.117
CC(C)[C@H]1CCC1=O,4.171,4.162
CC(C)[C@H]1CNC1=O,5.978,5.624
CC(C)[C@H]1COC1=N,6.385,5.994
CC(C)[C@H]1COC1=O,5.879,5.876
CC(C)[C@H]1NCC1=O,4.147,4.137
CC(C)[C@H]1OCC1=O,4.201,4.189
CC(C)N1CCC1=O,5.858,5.201
C[C@@H](O)[C@H]1CCC1=O,4.17,4.161
CN(C)[C@H]1CNC1=O,5.575,5.518
CN(C)[C@H]1COC1=N,5.586,5.537
CN(C)[C@H]1COC1=O,5.363,5.326
CC(C)[C@H]1CC[C@H]1C,8.106,8.1
CC(C)[C@H]1CC[C@H]1O,7.073,7.068
CC(C)[C@H]1CO[C@H]1C,7.01,7.002
CC(C)[C@H]1OC[C@H]1C,6.844,6.834
CC(C)[C@H]1OC[C@H]1O,6.912,6.906
C[C@@H](O)[C@H]1CC[C@H]1C,7.443,7.44
C[C@@H](O)[C@H]1CC[C@H]1O,6.825,6.814
C[C@@H](O)[C@H]1CO[C@H]1C,7.095,7.09
C[C@@H](O)[C@H]1OC[C@H]1C,6.861,6.855
C[C@@H](O)[C@H]1OC[C@H]1O,6.556,6.549
CC(=O)[C@H]1CC[C@H]1O,4.386,4.382
CC(=O)[C@H]1NC[C@H]1O,4.105,4.093
CC(=O)[C@H]1OC[C@H]1O,3.998,3.991
C[C@H]1CC[C@H]1C(=O)C,4.47,4.467
C[C@H]1CC[C@H]1C(=O)N,5.805,5.711
C[C@H]1CCN1C(=O)C,5.765,5.254
C[C@H]1CCN1C(=O)N,5.63,5.545
C[C@H]1CO[C@H]1C(=O)C,4.238,4.231
C[C@H]1CO[C@H]1C(=O)N,5.559,5.539
C[C@H]1OC[C@H]1C(=O)C,4.51,4.507
C[C@H]1OC[C@H]1C(=O)N,5.848,5.709
CN1CC[C@H]1C(=O)C,4.186,4.18
CN1CC[C@H]1C(=O)N,5.491,5.484
NC(=O)[C@H]1CC[C@H]1O,5.739,5.734
NC(=O)[C@H]1NC[C@H]1O,5.748,5.67
NC(=O)[C@H]1OC[C@H]1O,5.488,5.477
C[C@@H](C#C)[C@H]1CN1C,6.242,6.214
C[C@@H](C#C)N1C[C@H]1C,6.25,6.215
C[C@@H](C#N)[C@H]1CN1C,6.319,6.274
C[C@@H](C#N)N1C[C@H]1C,6.225,6.191
C[C@H]1N[C@H]1[C@@H](O)C#C,6.534,6.52
C[C@@H](C=O)[C@H]1CN1C,4.436,4.436
C[C@@H](C=O)N1C[C@H]1C,4.302,4.302
C[C@H]1C[C@H]1[C@@H](O)C=O,4.143,4.137
C[C@H]1C[C@H]1N(C)C=O,5.967,5.505
CN(C=O)[C@H]1C[C@H]1O,5.833,5.518
C[C@H]1C[C@H]1C(=O)C#C,4.297,4.301
C[C@H]1C[C@H]1C(=O)C#N,4.012,4.018
C[C@H]1CN1C(=O)C#C,4.781,4.47
C[C@H]1CN1C(=O)C#N,4.839,4.275
C[C@H]1N[C@H]1C(=O)C#C,4.27,4.246
C[C@H]1N[C@H]1C(=O)C#N,3.982,3.769
C[C@H]1O[C@H]1C(=O)C#C,4.185,4.184
C[C@H]1O[C@H]1C(=O)C#N,3.864,3.865
CN1C[C@H]1C(=O)C#C,4.189,4.161
CN1C[C@H]1C(=O)C#N,3.82,3.742
O[C@H]1C[C@H]1C(=O)C#C,4.074,3.993
O[C@H]1C[C@H]1C(=O)C#N,3.806,3.812
C[C@H]1C[C@H]1C(=O)C=O,2.253,2.25
C[C@H]1CN1C(=O)C=O,2.708,2.717
C[C@H]1N[C@H]1C(=O)C=O,2.209,2.211
C[C@H]1O[C@H]1C(=O)C=O,2.083,2.082
CN1C[C@H]1C(=O)C=O,2.152,2.15
O[C@H]1C[C@H]1C(=O)C=O,2.111,2.119
C[C@H]1C[C@H]1C(=O)CO,4.711,4.708
C[C@H]1CN1C(=O)CO,5.32,5.027
C[C@H]1N[C@H]1C(=O)CO,4.53,4.524
C[C@H]1O[C@H]1C(=O)CO,4.456,4.445
CCC(=O)[C@H]1C[C@H]1C,4.565,4.562
CCC(=O)[C@H]1C[C@H]1O,4.254,4.198
CCC(=O)[C@H]1CN1C,4.371,4.372
CCC(=O)[C@H]1N[C@H]1C,4.369,4.38
CCC(=O)[C@H]1O[C@H]1C,4.374,4.365
CCC(=O)N1C[C@H]1C,5.016,4.891
CN1C[C@H]1C(=O)CO,4.446,4.43
CNC(=O)[C@H]1C[C@H]1C,5.99,5.523
CNC(=O)[C@H]1C[C@H]1O,5.732,5.498
CNC(=O)[C@H]1CN1C,5.831,5.534
CNC(=O)[C@H]1N[C@H]1C,5.679,5.335
CNC(=O)[C@H]1O[C@H]1C,5.729,5.369
CNC(=O)N1C[C@H]1C,5.847,5.776
COC(=O)[C@H]1C[C@H]1C,5.967,5.989
COC(=O)[C@H]1C[C@H]1O,5.901,5.709
COC(=O)[C@H]1CN1C,5.871,5.814
COC(=O)[C@H]1N[C@H]1C,6.039,5.952
COC(=O)[C@H]1O[C@H]1C,5.934,5.939
COC(=O)N1C[C@H]1C,6.14,5.849
OCC(=O)[C@H]1C[C@H]1O,4.155,4.09
C[C@@H](CO)[C@H]1C[C@H]1C,7.251,7.24
C[C@@H](CO)[C@H]1C[C@H]1O,6.098,6.097
C[C@@H](CO)[C@H]1CN1C,6.229,6.2
C[C@@H](CO)[C@H]1O[C@H]1C,6.821,6.799
C[C@@H](CO)N1C[C@H]1C,6.192,6.169
C[C@H]1O[C@H]1[C@@H](O)CO,6.961,6.958
CC[C@@H](C)[C@H]1CN1C,6.304,6.272
CC[C@@H](O)[C@H]1C[C@H]1C,7.233,7.221
CC[C@@H](O)[C@H]1CN1C,6.252,6.22
CO[C@@H](C)[C@H]1C[C@H]1O,6.256,6.255
CO[C@@H](C)[C@H]1CN1C,6.284,6.251
CC#CC[C@H]1C[C@H]1C,6.878,6.875
CC#CC[C@H]1C[C@H]1O,6.147,6.146
CC#CC[C@H]1CN1C,6.285,6.243
CC#CC[C@H]1N[C@H]1C,6.558,6.55
CC#CC[C@H]1O[C@H]1C,6.772,6.759
CC#CCN1C[C@H]1C,6.216,6.18
C[C@H]1C[C@H]1C#CC#C,5.764,5.675
C[C@H]1C[C@H]1C#CC#N,6.082,5.882
C[C@H]1N[C@H]1C#CC#C,5.613,5.6
C[C@H]1N[C@H]1C#CC#N,5.994,5.72
C[C@H]1O[C@H]1C#CC#C,5.8,5.701
C[C@H]1O[C@H]1C#CC#N,6.095,6.01
CN1C[C@H]1C#CC#C,5.658,5.662
CN1C[C@H]1C#CC#N,6.105,5.866
O[C@H]1C[C@H]1C#CC#C,5.722,5.613
O[C@H]1C[C@H]1C#CC#N,6.096,5.91
C[C@H]1C[C@H]1C#CC=O,4.168,4.169
C[C@H]1N[C@H]1C#CC=O,4.163,4.164
C[C@H]1O[C@H]1C#CC=O,4.07,4.066
CN1C[C@H]1C#CC=O,4.13,4.132
O[C@H]1C[C@H]1C#CC=O,3.921,3.928
C[C@H]1C[C@H]1CCC#C,7.308,7.307
C[C@H]1C[C@H]1CCC#N,7.244,7.241
C[C@H]1C[C@H]1NCC#N,5.723,5.7
C[C@H]1C[C@H]1OCC#C,6.342,6.34
C[C@H]1C[C@H]1OCC#N,6.274,6.272
C[C@H]1CN1CCC#C,6.237,6.202
C[C@H]1CN1CCC#N,6.19,6.146
C[C@H]1N[C@H]1CCC#N,6.451,6.447
C[C@H]1O[C@H]1CCC#C,6.889,6.87
C[C@H]1O[C@H]1CCC#N,6.861,6.837
CN1C[C@H]1CCC#C,6.241,6.207
CN1C[C@H]1CCC#N,6.136,6.098
O[C@H]1C[C@H]1CCC#C,6.805,6.801
O[C@H]1C[C@H]1CCC#N,6.634,6.628
O[C@H]1C[C@H]1NCC#N,5.515,5.505
O[C@H]1C[C@H]1OCC#C,6.322,6.318
O[C@H]1C[C@H]1OCC#N,6.346,6.343
C[C@H]1C[C@H]1CCC=O,4.393,4.392
C[C@H]1C[C@H]1CNC=O,6.092,5.869
C[C@H]1C[C@H]1COC=O,6.254,6.256
C[C@H]1C[C@H]1OCC=O,4.343,4.34
C[C@H]1CN1CCC=O,4.407,4.407
C[C@H]1N[C@H]1CNC=O,6.043,5.822
C[C@H]1N[C@H]1COC=O,6.197,6.195
C[C@H]1O[C@H]1CCC=O,4.41,4.41
C[C@H]1O[C@H]1CNC=O,6.179,5.837
C[C@H]1O[C@H]1COC=N,6.533,6.179
C[C@H]1O[C@H]1COC=O,6.219,6.22
CN1C[C@H]1CCC=O,4.425,4.425
CN1C[C@H]1CNC=O,5.994,5.814
CN1C[C@H]1COC=O,6.234,6.227
O[C@H]1C[C@H]1CCC=O,4.41,4.41
O[C@H]1C[C@H]1CNC=O,6.041,5.796
O[C@H]1C[C@H]1COC=N,6.043,6.075
O[C@H]1C[C@H]1COC=O,6.227,6.23
O[C@H]1C[C@H]1OCC=O,4.346,4.343
C/N=C/O[C@H]1C[C@H]1C,6.104,5.883
C/N=C/O[C@H]1C[C@H]1O,5.829,5.782
C[C@H]1C[C@H]1C#CCO,6.398,6.397
C[C@H]1N[C@H]1C#CCO,6.282,6.274
C[C@H]1O[C@H]1C#CCO,6.653,6.647
CCC#C[C@H]1C[C@H]1C,6.443,6.441
CCC#C[C@H]1C[C@H]1O,6.028,6.026
CCC#C[C@H]1CN1C,6.151,6.119
CCC#C[C@H]1N[C@H]1C,6.252,6.247
CCC#C[C@H]1O[C@H]1C,6.617,6.607
CN1C[C@H]1C#CCO,6.138,6.105
OCC#C[C@H]1C[C@H]1O,6.033,6.031
CO/C=N/[C@H]1C[C@H]1C,6.24,5.467
CO/C=N/[C@H]1C[C@H]1O,5.889,5.325
C[C@H]1C[C@H]1CCCO,7.352,7.344
C[C@H]1C[C@H]1OCCO,6.371,6.368
C[C@H]1CN1CCCO,6.17,6.138
C[C@H]1O[C@H]1CCCO,7.011,6.99
CCCC[C@H]1C[C@H]1C,7.373,7.372
CCCC[C@H]1C[C@H]1O,6.901,6.895
CCCC[C@H]1CN1C,6.359,6.32
CCCC[C@H]1O[C@H]1C,7.039,7.017
CCCCN1C[C@H]1C,6.246,6.212
CCCO[C@H]1C[C@H]1C,6.378,6.374
CCCO[C@H]1C[C@H]1O,5.762,5.76
CCOC[C@H]1C[C@H]1C,6.698,6.697
CCOC[C@H]1C[C@H]1O,6.069,6.069
CCOC[C@H]1CN1C,6.358,6.315
CCOC[C@H]1N[C@H]1C,6.352,6.347
CCOC[C@H]1O[C@H]1C,6.76,6.758
CN1C[C@H]1CCCO,6.342,6.303
COCC[C@H]1C[C@H]1C,6.619,6.618
COCC[C@H]1C[C@H]1O,6.145,6.144
COCC[C@H]1CN1C,6.351,6.312
COCC[C@H]1O[C@H]1C,6.692,6.691
COCCN1C[C@H]1C,6.278,6.242
OCCC[C@H]1C[C@H]1O,6.858,6.853
OCCO[C@H]1C[C@H]1O,5.768,5.766
CC(=O)[C@H]1C[C@H]1C#C,4.369,4.359
CC(=O)[C@H]1C[C@H]1C#N,4.542,4.537
CC(=O)[C@H]1N[C@H]1C#C,4.559,4.554
CC(=O)[C@H]1N[C@H]1C#N,4.526,4.525
CC(=O)[C@H]1O[C@H]1C#C,4.385,4.38
CC(=O)[C@H]1O[C@H]1C#N,4.407,4.401
CC(=O)N1C[C@H]1C#C,5.09,4.916
CC(=O)N1C[C@H]1C#N,5.089,4.975
NC(=O)[C@H]1C[C@H]1C#C,5.685,5.678
NC(=O)[C@H]1C[C@H]1C#N,5.819,5.73
NC(=O)[C@H]1N[C@H]1C#C,5.265,5.196
NC(=O)[C@H]1N[C@H]1C#N,5.737,5.602
NC(=O)[C@H]1O[C@H]1C#C,5.729,5.652
NC(=O)[C@H]1O[C@H]1C#N,5.758,5.621
NC(=O)N1C[C@H]1C#C,5.851,5.789
NC(=O)N1C[C@H]1C#N,5.89,5.819
CC(=O)[C@H]1C[C@H]1C=O,4.202,4.194
CC(=O)[C@H]1CN1C=O,4.385,4.376
CC(=O)[C@H]1N[C@H]1C=O,4.381,4.383
CC(=O)[C@H]1O[C@H]1C=O,4.316,4.307
CC(=O)N1C[C@H]1C=O,4.336,4.333
NC(=O)[C@H]1C[C@H]1C=O,4.379,4.379
NC(=O)[C@H]1CN1C=O,5.31,5.071
NC(=O)[C@H]1N[C@H]1C=O,4.156,4.159
NC(=O)[C@H]1O[C@H]1C=O,4.301,4.298
NC(=O)N1C[C@H]1C=O,4.434,4.427
CC(C)[C@H]1C[C@H]1C#C,6.846,6.846
CC(C)[C@H]1C[C@H]1C#N,7.497,7.496
CC(C)[C@H]1N[C@H]1C#C,6.603,6.594
CC(C)[C@H]1N[C@H]1C#N,6.757,6.746
CC(C)[C@H]1O[C@H]1C#C,7.02,7.009
CC(C)[C@H]1O[C@H]1C#N,7.069,7.051
CC(C)N1C[C@H]1C#C,6.202,6.17
CC(C)N1C[C@H]1C#N,6.184,6.155
C[C@@H](O)[C@H]1C[C@H]1C#C,6.584,6.579
C[C@@H](O)[C@H]1C[C@H]1C#N,7.36,7.36
C[C@@H](O)[C@H]1N[C@H]1C#C,6.619,6.612
C[C@@H](O)[C@H]1N[C@H]1C#N,6.796,6.785
C[C@@H](O)[C@H]1O[C@H]1C#C,7.015,7.003
C[C@@H](O)[C@H]1O[C@H]1C#N,7.074,7.055
CN(C)[C@H]1C[C@H]1C#N,5.534,5.491
CC(C)[C@H]1C[C@H]1C=O,4.514,4.516
CC(C)[C@H]1CN1C=O,5.335,5.185
CC(C)[C@H]1N[C@H]1C=O,4.207,4.22
CC(C)[C@H]1O[C@H]1C=O,4.348,4.346
CC(C)N1C[C@H]1C=O,4.346,4.341
C[C@@H](O)[C@H]1C[C@H]1C=O,4.531,4.53
C[C@@H](O)[C@H]1CN1C=O,5.336,5.154
C[C@@H](O)[C@H]1O[C@H]1C=O,4.287,4.285
CC(=O)[C@H]1C[C@H]1CO,4.505,4.501
CC(=O)[C@H]1N[C@H]1CO,4.23,4.221
CC(=O)[C@H]1O[C@H]1CO,4.38,4.374
CC(=O)N1C[C@H]1CO,5.034,4.835
CC[C@H]1C[C@H]1C(=O)C,4.516,4.515
CC[C@H]1C[C@H]1C(=O)N,5.786,5.658
CC[C@H]1CN1C(=O)C,5.012,4.838
CC[C@H]1CN1C(=O)N,5.798,5.717
CC[C@H]1N[C@H]1C(=O)C,4.235,4.259
CC[C@H]1N[C@H]1C(=O)N,5.424,5.395
